Business status Alert Level 1: Fully operational,Retail trade,1,total,C0304.01,4752
Business status Alert Level 1: Fully operational,Accommodation & food services,1,total,C0304.01,5925
Business status Alert Level 1: Fully operational,"Transport, postal, & warehousing",1,total,C0304.01,1446
Business status Alert Level 1: Fully operational,Information media & telecommunications,1,total,C0304.01,354
Business status Alert Level 1: Fully operational,Publishing,2,total,C0304.01,120
Business status Alert Level 1: Fully operational,Motion picture,2,total,C0304.01,108
Business status Alert Level 1: Fully operational,Telecommunications,2,total,C0304.01,123
Business status Alert Level 1: Fully operational,Financial & insurance services,1,total,C0304.01,606
Business status Alert Level 1: Fully operational,Finance,2,total,C0304.01,201
Business status Alert Level 1: Fully operational,Insurance,2,total,C0304.01,36
Business status Alert Level 1: Fully operational,Auxiliary,2,total,C0304.01,372
Business status Alert Level 1: Fully operational,"Rental, hiring, & real estate services",1,total,C0304.01,900
Business status Alert Level 1: Fully operational,"Professional, scientific, & technical services",1,total,C0304.01,4677
Business status Alert Level 1: Fully operational,Computer systems design,2,total,C0304.01,864
Business status Alert Level 1: Fully operational,Other professional scientific,2,total,C0304.01,3816
Business status Alert Level 1: Fully operational,Administrative & support services,1,total,C0304.01,1530
Business status Alert Level 1: Fully operational,Education & training,1,total,C0304.01,957
Business status Alert Level 1: Fully operational,Health care & social assistance,1,total,C0304.01,2715
Business status Alert Level 1: Fully operational,Arts & recreation services,1,total,C0304.01,456
Business status Alert Level 1: Fully operational,Other services,1,total,C0304.01,1245
Business status Alert Level 1: Fully operational,total,0,total,C0304.01,43902
Business status Alert Level 1: Partly operational,total,0,6–19 employees,C0304.02,1620
Business status Alert Level 1: Partly operational,total,0,20–49 employees,C0304.02,342
Business status Alert Level 1: Partly operational,total,0,50–99 employees,C0304.02,120
Business status Alert Level 1: Partly operational,total,0,100+ employees,C0304.02,102
Business status Alert Level 1: Partly operational,"Agriculture, forestry, & fishing",1,total,C0304.02,153
Business status Alert Level 1: Partly operational,Agriculture,2,total,C0304.02,57
Business status Alert Level 1: Partly operational,Commercial fishing,2,total,C0304.02,9
Business status Alert Level 1: Partly operational,Forestry & logging,2,total,C0304.02,6
Business status Alert Level 1: Partly operational,"Agriculture, forestry, & fishing support services",2,total,C0304.02,84
Business status Alert Level 1: Partly operational,Mining,1,total,C0304.02,6
Business status Alert Level 1: Partly operational,Manufacturing,1,total,C0304.02,162
Business status Alert Level 1: Partly operational,"Food, beverage, & tobacco",2,total,C0304.02,21
Business status Alert Level 1: Partly operational,"Textile, clothing, footwear, & leather",2,total,C0304.02,21
Business status Alert Level 1: Partly operational,Wood & paper product,2,total,C0304.02,6
Business status Alert Level 1: Partly operational,"Printing, publishing, & recorded media",2,total,C0304.02,30
Business status Alert Level 1: Partly operational,"Petroleum, coal, chemical, & associated product",2,total,C0304.02,9
Business status Alert Level 1: Partly operational,Non-metallic mineral product,2,total,C0304.02,9
Business status Alert Level 1: Partly operational,Metal product,2,total,C0304.02,18
Business status Alert Level 1: Partly operational,Transport and industrial machinery & equipment,2,total,C0304.02,42
Business status Alert Level 1: Partly operational,Other machinery & equipment,2,total,C0304.02,6
Business status Alert Level 1: Partly operational,Other manufacturing,2,total,C0304.02,0
Business status Alert Level 1: Partly operational,"Electricity, gas, water, & waste services",1,total,C0304.02,3
Business status Alert Level 1: Partly operational,Construction,1,total,C0304.02,273
Business status Alert Level 1: Partly operational,Wholesale trade,1,total,C0304.02,129
Business status Alert Level 1: Partly operational,Machinery & equipment wholesaling,2,total,C0304.02,6
Business status Alert Level 1: Partly operational,Other wholesale trade,2,total,C0304.02,123
Business status Alert Level 1: Partly operational,Retail trade,1,total,C0304.02,99
Business status Alert Level 1: Partly operational,Accommodation & food services,1,total,C0304.02,390
Business status Alert Level 1: Partly operational,"Transport, postal, & warehousing",1,total,C0304.02,162
Business status Alert Level 1: Partly operational,Information media & telecommunications,1,total,C0304.02,36
Business status Alert Level 1: Partly operational,Publishing,2,total,C0304.02,18
Business status Alert Level 1: Partly operational,Motion picture,2,total,C0304.02,12
Business status Alert Level 1: Partly operational,Telecommunications,2,total,C0304.02,3
Business status Alert Level 1: Partly operational,Financial & insurance services,1,total,C0304.02,21
Business status Alert Level 1: Partly operational,Finance,2,total,C0304.02,12
Business status Alert Level 1: Partly operational,Insurance,2,total,C0304.02,0
Business status Alert Level 1: Partly operational,Auxiliary,2,total,C0304.02,9
Business status Alert Level 1: Partly operational,"Rental, hiring, & real estate services",1,total,C0304.02,90
Business status Alert Level 1: Partly operational,"Professional, scientific, & technical services",1,total,C0304.02,84
Business status Alert Level 1: Partly operational,Computer systems design,2,total,C0304.02,24
Business status Alert Level 1: Partly operational,Other professional scientific,2,total,C0304.02,63
Business status Alert Level 1: Partly operational,Administrative & support services,1,total,C0304.02,309
Business status Alert Level 1: Partly operational,Education & training,1,total,C0304.02,48
Business status Alert Level 1: Partly operational,Health care & social assistance,1,total,C0304.02,75
Business status Alert Level 1: Partly operational,Arts & recreation services,1,total,C0304.02,36
Business status Alert Level 1: Partly operational,Other services,1,total,C0304.02,99
Business status Alert Level 1: Partly operational,total,0,total,C0304.02,2181
Business status Alert Level 1: Not operating,total,0,6–19 employees,C0304.03,519
Business status Alert Level 1: Not operating,total,0,20–49 employees,C0304.03,42
Business status Alert Level 1: Not operating,total,0,50–99 employees,C0304.03,6
Business status Alert Level 1: Not operating,total,0,100+ employees,C0304.03,3
Business status Alert Level 1: Not operating,"Agriculture, forestry, & fishing",1,total,C0304.03,33
Business status Alert Level 1: Not operating,Agriculture,2,total,C0304.03,3
Business status Alert Level 1: Not operating,Commercial fishing,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Forestry & logging,2,total,C0304.03,0
Business status Alert Level 1: Not operating,"Agriculture, forestry, & fishing support services",2,total,C0304.03,30
Business status Alert Level 1: Not operating,Mining,1,total,C0304.03,6
Business status Alert Level 1: Not operating,Manufacturing,1,total,C0304.03,42
Business status Alert Level 1: Not operating,"Food, beverage, & tobacco",2,total,C0304.03,0
Business status Alert Level 1: Not operating,"Textile, clothing, footwear, & leather",2,total,C0304.03,3
Business status Alert Level 1: Not operating,Wood & paper product,2,total,C0304.03,0
Business status Alert Level 1: Not operating,"Printing, publishing, & recorded media",2,total,C0304.03,0
Business status Alert Level 1: Not operating,"Petroleum, coal, chemical, & associated product",2,total,C0304.03,15
Business status Alert Level 1: Not operating,Non-metallic mineral product,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Metal product,2,total,C0304.03,3
Business status Alert Level 1: Not operating,Transport and industrial machinery & equipment,2,total,C0304.03,9
Business status Alert Level 1: Not operating,Other machinery & equipment,2,total,C0304.03,3
Business status Alert Level 1: Not operating,Other manufacturing,2,total,C0304.03,9
Business status Alert Level 1: Not operating,"Electricity, gas, water, & waste services",1,total,C0304.03,0
Business status Alert Level 1: Not operating,Construction,1,total,C0304.03,0
Business status Alert Level 1: Not operating,Wholesale trade,1,total,C0304.03,3
Business status Alert Level 1: Not operating,Machinery & equipment wholesaling,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Other wholesale trade,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Retail trade,1,total,C0304.03,0
Business status Alert Level 1: Not operating,Accommodation & food services,1,total,C0304.03,270
Business status Alert Level 1: Not operating,"Transport, postal, & warehousing",1,total,C0304.03,60
Business status Alert Level 1: Not operating,Information media & telecommunications,1,total,C0304.03,6
Business status Alert Level 1: Not operating,Publishing,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Motion picture,2,total,C0304.03,6
Business status Alert Level 1: Not operating,Telecommunications,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Financial & insurance services,1,total,C0304.03,3
Business status Alert Level 1: Not operating,Finance,2,total,C0304.03,3
Business status Alert Level 1: Not operating,Insurance,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Auxiliary,2,total,C0304.03,0
Business status Alert Level 1: Not operating,"Rental, hiring, & real estate services",1,total,C0304.03,0
Business status Alert Level 1: Not operating,"Professional, scientific, & technical services",1,total,C0304.03,6
Business status Alert Level 1: Not operating,Computer systems design,2,total,C0304.03,9
Business status Alert Level 1: Not operating,Other professional scientific,2,total,C0304.03,0
Business status Alert Level 1: Not operating,Administrative & support services,1,total,C0304.03,27
Business status Alert Level 1: Not operating,Education & training,1,total,C0304.03,45
Business status Alert Level 1: Not operating,Health care & social assistance,1,total,C0304.03,27
Business status Alert Level 1: Not operating,Arts & recreation services,1,total,C0304.03,24
Business status Alert Level 1: Not operating,Other services,1,total,C0304.03,12
Business status Alert Level 1: Not operating,total,0,total,C0304.03,570
Essential Business - Yes,total,0,6–19 employees,C0400.01,14526
Essential Business - Yes,total,0,20–49 employees,C0400.01,3954
Essential Business - Yes,total,0,50–99 employees,C0400.01,1473
Essential Business - Yes,total,0,100+ employees,C0400.01,1419
Essential Business - Yes,"Agriculture, forestry, & fishing",1,total,C0400.01,3180
Essential Business - Yes,Agriculture,2,total,C0400.01,2388
Essential Business - Yes,Commercial fishing,2,total,C0400.01,45
Essential Business - Yes,Forestry & logging,2,total,C0400.01,24
Essential Business - Yes,"Agriculture, forestry, & fishing support services",2,total,C0400.01,723
Essential Business - Yes,Mining,1,total,C0400.01,51
Essential Business - Yes,Manufacturing,1,total,C0400.01,2682
Essential Business - Yes,"Food, beverage, & tobacco",2,total,C0400.01,852
Essential Business - Yes,"Textile, clothing, footwear, & leather",2,total,C0400.01,123
Essential Business - Yes,Wood & paper product,2,total,C0400.01,168
Essential Business - Yes,"Printing, publishing, & recorded media",2,total,C0400.01,150
Essential Business - Yes,"Petroleum, coal, chemical, & associated product",2,total,C0400.01,351
Essential Business - Yes,Non-metallic mineral product,2,total,C0400.01,54
Essential Business - Yes,Metal product,2,total,C0400.01,354
Essential Business - Yes,Transport and industrial machinery & equipment,2,total,C0400.01,414
Essential Business - Yes,Other machinery & equipment,2,total,C0400.01,132
Essential Business - Yes,Other manufacturing,2,total,C0400.01,84
Essential Business - Yes,"Electricity, gas, water, & waste services",1,total,C0400.01,159
Essential Business - Yes,Construction,1,total,C0400.01,2418
Essential Business - Yes,Wholesale trade,1,total,C0400.01,2100
Essential Business - Yes,Machinery & equipment wholesaling,2,total,C0400.01,675
Essential Business - Yes,Other wholesale trade,2,total,C0400.01,1422
Essential Business - Yes,Retail trade,1,total,C0400.01,2901
Essential Business - Yes,Accommodation & food services,1,total,C0400.01,783
Essential Business - Yes,"Transport, postal, & warehousing",1,total,C0400.01,1236
Essential Business - Yes,Information media & telecommunications,1,total,C0400.01,144
Essential Business - Yes,Publishing,2,total,C0400.01,42
Essential Business - Yes,Motion picture,2,total,C0400.01,15
Essential Business - Yes,Telecommunications,2,total,C0400.01,87
Essential Business - Yes,Financial & insurance services,1,total,C0400.01,342
Essential Business - Yes,Finance,2,total,C0400.01,117
